Goods ID,Level One Model,The Color ,PN,Alternative PN,Material Item Category,ID,P/N + zamiennik,The Material Sub-category ,Part Name
31752,Redmi Note 10 Pro,Golden,370100006A3C,,Consumable,31752-Consumable,370100006A3C,Consumable,Seal Rubber-USB-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,370100006B3C,,Consumable,31752-Consumable,370100006B3C,Consumable,Seal Rubber-AUDIO-JACK-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,48200000883W,,Accessory,31752-SIMCard Tray,48200000883W,SIMCard Tray,SIM Card Tray-Redmi Note 10 Pro-Golden
31752,Redmi Note 10 Pro,Golden,49010000495F,,Structural Material,31752-Fingerprint Module,49010000495F,Fingerprint Module,Fingerprint Module-Redmi Note 10 Pro-Golden
31752,Redmi Note 10 Pro,Golden,483200007D2T,,Structural Material,31752-FPCClass ,483200007D2T,FPCClass ,Main FPC Assy-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,340800000D3Y,,Consumable,31752-Consumable,340800000D3Y,Consumable,Screw-M1.4*4.0
31752,Redmi Note 10 Pro,Golden,100082407052,,Consumable,31752-Consumable,100082407052,Consumable,Screw-M1.4*3.0-Golden
31752,Redmi Note 10 Pro,Golden,451100002XKR,,Consumable,31752-Consumable,451100002XKR,Consumable,Coaxial Cable-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,320600005Y6B,,Consumable,31752-Consumable,320600005Y6B,Consumable,Graphite Sheet-SpeakerFrame-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,321400000X5Z,,Consumable,31752-Adhesive Battery,321400000X5Z,Adhesive Battery,Easy Release Adhesive-Battery-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,32010000WM4U,,Consumable,31752-Consumable,32010000WM4U,Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,32010000WM2R,32010000WM4U,Consumable,31752-Consumable,"32010000WM2R , 32010000WM4U",Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,32020000HP2R,,Consumable,31752-Adhesive Battery Cover,32020000HP2R,Adhesive Battery Cover,Adhesive-Battery Cover-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,483200007E2T,,Structural Material,31752-FPCClass ,483200007E2T,FPCClass ,FPC Assy-Side Key-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,489100001F3C,,Consumable,31752-Consumable,489100001F3C,Consumable,Seal Rubber-TOP-MIC-Redmi Note 10 Pro
31752,Redmi Note 10 Pro,Golden,32020000HD3U,,Consumable,31752-Consumable,32020000HD3U,Consumable,Adhesive-Motor-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,56000900K600,,Structural Material,31753-Middle Frame,56000900K600,Middle Frame,After sale Frame Inner Ultrasonic Assy-Redmi Note 10 Pro-Tarnish
31753,Redmi Note 10 Pro,Tarnish,880500000B34,,Accessory,31753-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
31753,Redmi Note 10 Pro,Tarnish,370100006A3C,,Consumable,31753-Consumable,370100006A3C,Consumable,Seal Rubber-USB-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,370100006B3C,,Consumable,31753-Consumable,370100006B3C,Consumable,Seal Rubber-AUDIO-JACK-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,49010000475F,,Structural Material,31753-Fingerprint Module,49010000475F,Fingerprint Module,Fingerprint Module-Redmi Note 10 Pro-Tarnish
31753,Redmi Note 10 Pro,Tarnish,483200007D2T,,Structural Material,31753-FPCClass ,483200007D2T,FPCClass ,Main FPC Assy-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,482000007Y3W,,Accessory,31753-SIMCard Tray,482000007Y3W,SIMCard Tray,SIM Card Tray-Redmi Note 10 Pro-Tarnish
31753,Redmi Note 10 Pro,Tarnish,340800000D3Y,,Consumable,31753-Consumable,340800000D3Y,Consumable,Screw-M1.4*4.0
31753,Redmi Note 10 Pro,Tarnish,100082407052,,Consumable,31753-Consumable,100082407052,Consumable,Screw-M1.4*3.0-Golden
31753,Redmi Note 10 Pro,Tarnish,451100002XKR,,Consumable,31753-Consumable,451100002XKR,Consumable,Coaxial Cable-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,320600005Y6B,,Consumable,31753-Consumable,320600005Y6B,Consumable,Graphite Sheet-SpeakerFrame-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,481100006L3W,,Structural Material,31753-Volume Key,481100006L3W,Volume Key,Volume Key Assy-Tarnish-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,32020000HL3U,,Consumable,31753-Consumable,32020000HL3U,Consumable,Double Side Adhesive PMMA Frame Assy-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,34560000054Y,,Structural Material,31753-Others,34560000054Y,Others,Lens-Flash lampshade-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,321400000X5Z,,Consumable,31753-Adhesive Battery,321400000X5Z,Adhesive Battery,Easy Release Adhesive-Battery-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,32010000WM4U,,Consumable,31753-Consumable,32010000WM4U,Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,32010000WM2R,32010000WM4U,Consumable,31753-Consumable,"32010000WM2R , 32010000WM4U",Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,32020000HP2R,,Consumable,31753-Adhesive Battery Cover,32020000HP2R,Adhesive Battery Cover,Adhesive-Battery Cover-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,483200007E2T,,Structural Material,31753-FPCClass ,483200007E2T,FPCClass ,FPC Assy-Side Key-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,489100001F3C,,Consumable,31753-Consumable,489100001F3C,Consumable,Seal Rubber-TOP-MIC-Redmi Note 10 Pro
31753,Redmi Note 10 Pro,Tarnish,32020000HD3U,,Consumable,31753-Consumable,32020000HD3U,Consumable,Adhesive-Motor-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,56000900K600,,Structural Material,31754-Middle Frame,56000900K600,Middle Frame,After sale Frame Inner Ultrasonic Assy-Redmi Note 10 Pro-Tarnish
31754,Redmi Note 10 Pro,Tarnish,880500000B34,,Accessory,31754-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
31754,Redmi Note 10 Pro,Tarnish,481100006L3W,,Structural Material,31754-Volume Key,481100006L3W,Volume Key,Volume Key Assy-Tarnish-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,32020000HL3U,,Consumable,31754-Consumable,32020000HL3U,Consumable,Double Side Adhesive PMMA Frame Assy-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,34560000054Y,,Structural Material,31754-Others,34560000054Y,Others,Lens-Flash lampshade-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,370100006A3C,,Consumable,31754-Consumable,370100006A3C,Consumable,Seal Rubber-USB-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,370100006B3C,,Consumable,31754-Consumable,370100006B3C,Consumable,Seal Rubber-AUDIO-JACK-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,49010000475F,,Structural Material,31754-Fingerprint Module,49010000475F,Fingerprint Module,Fingerprint Module-Redmi Note 10 Pro-Tarnish
31754,Redmi Note 10 Pro,Tarnish,483200007D2T,,Structural Material,31754-FPCClass ,483200007D2T,FPCClass ,Main FPC Assy-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,482000007Y3W,,Accessory,31754-SIMCard Tray,482000007Y3W,SIMCard Tray,SIM Card Tray-Redmi Note 10 Pro-Tarnish
31754,Redmi Note 10 Pro,Tarnish,340800000D3Y,,Consumable,31754-Consumable,340800000D3Y,Consumable,Screw-M1.4*4.0
31754,Redmi Note 10 Pro,Tarnish,100082407052,,Consumable,31754-Consumable,100082407052,Consumable,Screw-M1.4*3.0-Golden
31754,Redmi Note 10 Pro,Tarnish,451100002XKR,,Consumable,31754-Consumable,451100002XKR,Consumable,Coaxial Cable-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,320600005Y6B,,Consumable,31754-Consumable,320600005Y6B,Consumable,Graphite Sheet-SpeakerFrame-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,321400000X5Z,,Consumable,31754-Adhesive Battery,321400000X5Z,Adhesive Battery,Easy Release Adhesive-Battery-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,32010000WM4U,,Consumable,31754-Consumable,32010000WM4U,Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,32010000WM2R,32010000WM4U,Consumable,31754-Consumable,"32010000WM2R , 32010000WM4U",Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,32020000HP2R,,Consumable,31754-Adhesive Battery Cover,32020000HP2R,Adhesive Battery Cover,Adhesive-Battery Cover-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,483200007E2T,,Structural Material,31754-FPCClass ,483200007E2T,FPCClass ,FPC Assy-Side Key-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,489100001F3C,,Consumable,31754-Consumable,489100001F3C,Consumable,Seal Rubber-TOP-MIC-Redmi Note 10 Pro
31754,Redmi Note 10 Pro,Tarnish,32020000HD3U,,Consumable,31754-Consumable,32020000HD3U,Consumable,Adhesive-Motor-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,56000800K600,,Structural Material,31755-Middle Frame,56000800K600,Middle Frame,After sale Frame Inner Ultrasonic Assy-Redmi Note 10 Pro-Blue
31755,Redmi Note 10 Pro,Blue,880500000B34,,Accessory,31755-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
31755,Redmi Note 10 Pro,Blue,481100006V3W,,Structural Material,31755-Volume Key,481100006V3W,Volume Key,Volume Key Assy-Blue-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,32020000HL3U,,Consumable,31755-Consumable,32020000HL3U,Consumable,Double Side Adhesive PMMA Frame Assy-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,34560000054Y,,Structural Material,31755-Others,34560000054Y,Others,Lens-Flash lampshade-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,482000008K3W,,Accessory,31755-SIMCard Tray,482000008K3W,SIMCard Tray,SIM Card Tray-Redmi Note 10 Pro-Blue
31755,Redmi Note 10 Pro,Blue,370100006A3C,,Consumable,31755-Consumable,370100006A3C,Consumable,Seal Rubber-USB-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,370100006B3C,,Consumable,31755-Consumable,370100006B3C,Consumable,Seal Rubber-AUDIO-JACK-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,49010000485F,,Structural Material,31755-Fingerprint Module,49010000485F,Fingerprint Module,Fingerprint Module-Redmi Note 10 Pro-Blue
31755,Redmi Note 10 Pro,Blue,483200007D2T,,Structural Material,31755-FPCClass ,483200007D2T,FPCClass ,Main FPC Assy-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,340800000D3Y,,Consumable,31755-Consumable,340800000D3Y,Consumable,Screw-M1.4*4.0
31755,Redmi Note 10 Pro,Blue,100082407052,,Consumable,31755-Consumable,100082407052,Consumable,Screw-M1.4*3.0-Golden
31755,Redmi Note 10 Pro,Blue,451100002XKR,,Consumable,31755-Consumable,451100002XKR,Consumable,Coaxial Cable-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,320600005Y6B,,Consumable,31755-Consumable,320600005Y6B,Consumable,Graphite Sheet-SpeakerFrame-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,321400000X5Z,,Consumable,31755-Adhesive Battery,321400000X5Z,Adhesive Battery,Easy Release Adhesive-Battery-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,483200007E2T,,Structural Material,31755-FPCClass ,483200007E2T,FPCClass ,FPC Assy-Side Key-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,489100001F3C,,Consumable,31755-Consumable,489100001F3C,Consumable,Seal Rubber-TOP-MIC-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,32020000HD3U,,Consumable,31755-Consumable,32020000HD3U,Consumable,Adhesive-Motor-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,32010000WM4U,,Consumable,31755-Consumable,32010000WM4U,Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,32010000WM2R,32010000WM4U,Consumable,31755-Consumable,"32010000WM2R , 32010000WM4U",Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31755,Redmi Note 10 Pro,Blue,32020000HP2R,,Consumable,31755-Adhesive Battery Cover,32020000HP2R,Adhesive Battery Cover,Adhesive-Battery Cover-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,56000700K600,,Structural Material,31756-Middle Frame,56000700K600,Middle Frame,After sale Frame Inner Ultrasonic Assy-Redmi Note 10 Pro-Golden
31756,Redmi Note 10 Pro,Golden,880500000B34,,Accessory,31756-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
31756,Redmi Note 10 Pro,Golden,370100006A3C,,Consumable,31756-Consumable,370100006A3C,Consumable,Seal Rubber-USB-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,370100006B3C,,Consumable,31756-Consumable,370100006B3C,Consumable,Seal Rubber-AUDIO-JACK-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,48200000883W,,Accessory,31756-SIMCard Tray,48200000883W,SIMCard Tray,SIM Card Tray-Redmi Note 10 Pro-Golden
31756,Redmi Note 10 Pro,Golden,49010000495F,,Structural Material,31756-Fingerprint Module,49010000495F,Fingerprint Module,Fingerprint Module-Redmi Note 10 Pro-Golden
31756,Redmi Note 10 Pro,Golden,483200007D2T,,Structural Material,31756-FPCClass ,483200007D2T,FPCClass ,Main FPC Assy-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,340800000D3Y,,Consumable,31756-Consumable,340800000D3Y,Consumable,Screw-M1.4*4.0
31756,Redmi Note 10 Pro,Golden,100082407052,,Consumable,31756-Consumable,100082407052,Consumable,Screw-M1.4*3.0-Golden
31756,Redmi Note 10 Pro,Golden,451100002XKR,,Consumable,31756-Consumable,451100002XKR,Consumable,Coaxial Cable-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,320600005Y6B,,Consumable,31756-Consumable,320600005Y6B,Consumable,Graphite Sheet-SpeakerFrame-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,481100006U2E,,Structural Material,31756-Volume Key,481100006U2E,Volume Key,Volume Key Assy-Golden-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,32020000HL3U,,Consumable,31756-Consumable,32020000HL3U,Consumable,Double Side Adhesive PMMA Frame Assy-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,34560000054Y,,Structural Material,31756-Others,34560000054Y,Others,Lens-Flash lampshade-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,321400000X5Z,,Consumable,31756-Adhesive Battery,321400000X5Z,Adhesive Battery,Easy Release Adhesive-Battery-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,32010000WM4U,,Consumable,31756-Consumable,32010000WM4U,Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,32010000WM2R,32010000WM4U,Consumable,31756-Consumable,"32010000WM2R , 32010000WM4U",Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,32020000HP2R,,Consumable,31756-Adhesive Battery Cover,32020000HP2R,Adhesive Battery Cover,Adhesive-Battery Cover-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,483200007E2T,,Structural Material,31756-FPCClass ,483200007E2T,FPCClass ,FPC Assy-Side Key-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,489100001F3C,,Consumable,31756-Consumable,489100001F3C,Consumable,Seal Rubber-TOP-MIC-Redmi Note 10 Pro
31756,Redmi Note 10 Pro,Golden,32020000HD3U,,Consumable,31756-Consumable,32020000HD3U,Consumable,Adhesive-Motor-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,56000800K600,,Structural Material,31757-Middle Frame,56000800K600,Middle Frame,After sale Frame Inner Ultrasonic Assy-Redmi Note 10 Pro-Blue
31757,Redmi Note 10 Pro,Blue,880500000B34,,Accessory,31757-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
31757,Redmi Note 10 Pro,Blue,482000008K3W,,Accessory,31757-SIMCard Tray,482000008K3W,SIMCard Tray,SIM Card Tray-Redmi Note 10 Pro-Blue
31757,Redmi Note 10 Pro,Blue,370100006A3C,,Consumable,31757-Consumable,370100006A3C,Consumable,Seal Rubber-USB-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,370100006B3C,,Consumable,31757-Consumable,370100006B3C,Consumable,Seal Rubber-AUDIO-JACK-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,49010000485F,,Structural Material,31757-Fingerprint Module,49010000485F,Fingerprint Module,Fingerprint Module-Redmi Note 10 Pro-Blue
31757,Redmi Note 10 Pro,Blue,483200007D2T,,Structural Material,31757-FPCClass ,483200007D2T,FPCClass ,Main FPC Assy-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,340800000D3Y,,Consumable,31757-Consumable,340800000D3Y,Consumable,Screw-M1.4*4.0
31757,Redmi Note 10 Pro,Blue,100082407052,,Consumable,31757-Consumable,100082407052,Consumable,Screw-M1.4*3.0-Golden
31757,Redmi Note 10 Pro,Blue,451100002XKR,,Consumable,31757-Consumable,451100002XKR,Consumable,Coaxial Cable-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,320600005Y6B,,Consumable,31757-Consumable,320600005Y6B,Consumable,Graphite Sheet-SpeakerFrame-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,481100006V3W,,Structural Material,31757-Volume Key,481100006V3W,Volume Key,Volume Key Assy-Blue-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,32020000HL3U,,Consumable,31757-Consumable,32020000HL3U,Consumable,Double Side Adhesive PMMA Frame Assy-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,34560000054Y,,Structural Material,31757-Others,34560000054Y,Others,Lens-Flash lampshade-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,321400000X5Z,,Consumable,31757-Adhesive Battery,321400000X5Z,Adhesive Battery,Easy Release Adhesive-Battery-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,483200007E2T,,Structural Material,31757-FPCClass ,483200007E2T,FPCClass ,FPC Assy-Side Key-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,489100001F3C,,Consumable,31757-Consumable,489100001F3C,Consumable,Seal Rubber-TOP-MIC-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,32020000HD3U,,Consumable,31757-Consumable,32020000HD3U,Consumable,Adhesive-Motor-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,32010000WM4U,,Consumable,31757-Consumable,32010000WM4U,Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,32010000WM2R,32010000WM4U,Consumable,31757-Consumable,"32010000WM2R , 32010000WM4U",Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
31757,Redmi Note 10 Pro,Blue,32020000HP2R,,Consumable,31757-Adhesive Battery Cover,32020000HP2R,Adhesive Battery Cover,Adhesive-Battery Cover-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,56000700K600,,Structural Material,32929-Middle Frame,56000700K600,Middle Frame,After sale Frame Inner Ultrasonic Assy-Redmi Note 10 Pro-Golden
32929,Redmi Note 10 Pro,Golden,880500000B34,,Accessory,32929-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
32929,Redmi Note 10 Pro,Golden,481100006U2E,,Structural Material,32929-Volume Key,481100006U2E,Volume Key,Volume Key Assy-Golden-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,32020000HL3U,,Consumable,32929-Consumable,32020000HL3U,Consumable,Double Side Adhesive PMMA Frame Assy-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,34560000054Y,,Structural Material,32929-Others,34560000054Y,Others,Lens-Flash lampshade-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,370100006A3C,,Consumable,32929-Consumable,370100006A3C,Consumable,Seal Rubber-USB-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,370100006B3C,,Consumable,32929-Consumable,370100006B3C,Consumable,Seal Rubber-AUDIO-JACK-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,48200000883W,,Accessory,32929-SIMCard Tray,48200000883W,SIMCard Tray,SIM Card Tray-Redmi Note 10 Pro-Golden
32929,Redmi Note 10 Pro,Golden,49010000495F,,Structural Material,32929-Fingerprint Module,49010000495F,Fingerprint Module,Fingerprint Module-Redmi Note 10 Pro-Golden
32929,Redmi Note 10 Pro,Golden,483200007D2T,,Structural Material,32929-FPCClass ,483200007D2T,FPCClass ,Main FPC Assy-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,340800000D3Y,,Consumable,32929-Consumable,340800000D3Y,Consumable,Screw-M1.4*4.0
32929,Redmi Note 10 Pro,Golden,100082407052,,Consumable,32929-Consumable,100082407052,Consumable,Screw-M1.4*3.0-Golden
32929,Redmi Note 10 Pro,Golden,451100002XKR,,Consumable,32929-Consumable,451100002XKR,Consumable,Coaxial Cable-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,320600005Y6B,,Consumable,32929-Consumable,320600005Y6B,Consumable,Graphite Sheet-SpeakerFrame-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,321400000X5Z,,Consumable,32929-Adhesive Battery,321400000X5Z,Adhesive Battery,Easy Release Adhesive-Battery-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,32010000WM4U,,Consumable,32929-Consumable,32010000WM4U,Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,32010000WM2R,32010000WM4U,Consumable,32929-Consumable,"32010000WM2R , 32010000WM4U",Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,32020000HP2R,,Consumable,32929-Adhesive Battery Cover,32020000HP2R,Adhesive Battery Cover,Adhesive-Battery Cover-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,483200007E2T,,Structural Material,32929-FPCClass ,483200007E2T,FPCClass ,FPC Assy-Side Key-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,489100001F3C,,Consumable,32929-Consumable,489100001F3C,Consumable,Seal Rubber-TOP-MIC-Redmi Note 10 Pro
32929,Redmi Note 10 Pro,Golden,32020000HD3U,,Consumable,32929-Consumable,32020000HD3U,Consumable,Adhesive-Motor-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,56000T00K600,,Structural Material,34336-Middle Frame,56000T00K600,Middle Frame,After sale Frame Inner Ultrasonic Assy-Redmi Note 10 Pro-purple
34336,Redmi Note 10 Pro,Purple,880500000B34,,Accessory,34336-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
34336,Redmi Note 10 Pro,Purple,481100008X3W,,Structural Material,34336-Volume Key,481100008X3W,Volume Key,Volume Key Assy-purple-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,481100008X2E,481100008X3W,Structural Material,34336-Volume Key,"481100008X2E , 481100008X3W",Volume Key,Volume Key Assy-purple-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,32020000HL3U,,Consumable,34336-Consumable,32020000HL3U,Consumable,Double Side Adhesive PMMA Frame Assy-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,34560000054Y,,Structural Material,34336-Others,34560000054Y,Others,Lens-Flash lampshade-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,370100006A3C,,Consumable,34336-Consumable,370100006A3C,Consumable,Seal Rubber-USB-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,370100006B3C,,Consumable,34336-Consumable,370100006B3C,Consumable,Seal Rubber-AUDIO-JACK-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,483200007D2T,,Structural Material,34336-FPCClass ,483200007D2T,FPCClass ,Main FPC Assy-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,490100005N5F,,Structural Material,34336-Fingerprint Module,490100005N5F,Fingerprint Module,Fingerprint Module-Redmi Note 10 Pro-purple
34336,Redmi Note 10 Pro,Purple,340800000D3Y,,Consumable,34336-Consumable,340800000D3Y,Consumable,Screw-M1.4*4.0
34336,Redmi Note 10 Pro,Purple,48200000B53W,,Accessory,34336-SIMCard Tray,48200000B53W,SIMCard Tray,SIM Card Tray-Redmi Note 10 Pro-purple
34336,Redmi Note 10 Pro,Purple,100082407052,,Consumable,34336-Consumable,100082407052,Consumable,Screw-M1.4*3.0-Golden
34336,Redmi Note 10 Pro,Purple,451100002XKR,,Consumable,34336-Consumable,451100002XKR,Consumable,Coaxial Cable-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,320600005Y6B,,Consumable,34336-Consumable,320600005Y6B,Consumable,Graphite Sheet-SpeakerFrame-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,321400000X5Z,,Consumable,34336-Adhesive Battery,321400000X5Z,Adhesive Battery,Easy Release Adhesive-Battery-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,483200007E2T,,Structural Material,34336-FPCClass ,483200007E2T,FPCClass ,FPC Assy-Side Key-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,489100001F3C,,Consumable,34336-Consumable,489100001F3C,Consumable,Seal Rubber-TOP-MIC-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,32020000HD3U,,Consumable,34336-Consumable,32020000HD3U,Consumable,Adhesive-Motor-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,32010000WM4U,,Consumable,34336-Consumable,32010000WM4U,Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,32010000WM2R,32010000WM4U,Consumable,34336-Consumable,"32010000WM2R , 32010000WM4U",Consumable,Seal Gasket-Camera-Redmi Note 10 Pro
34336,Redmi Note 10 Pro,Purple,32020000HP2R,,Consumable,34336-Adhesive Battery Cover,32020000HP2R,Adhesive Battery Cover,Adhesive-Battery Cover-Redmi Note 10 Pro
34343,Redmi Note 10 Pro,Purple,56000T00K600,,Structural Material,34343-Middle Frame,56000T00K600,Middle Frame,After sale Frame Inner Ultrasonic Assy-Redmi Note 10 Pro-purple
34343,Redmi Note 10 Pro,Purple,880500000B34,,Accessory,34343-Headset,880500000B34,Headset,Headset-FR-white-For Service Only
34343,Redmi Note 10 Pro,Purple,481100008X3W,,Structural Material,34343-Volume Key,481100008X3W,Volume Key,Volume Key Assy-purple-Redmi Note 10 Pro
34343,Redmi Note 10 Pro,Purple,481100008X2E,481100008X3W,Structural Material,34343-Volume Key,"481100008X2E , 481100008X3W",Volume Key,Volume Key Assy-purple-Redmi Note 10 Pro
